volume,direction,correspondent,date,year
3,to,Rev. Mr. Cole,"Strawberry-hill, Aug. 20, 1768",1768
3,to,Earl of Strafford,"Strawberry-hill, Monday, Oct. 10, 1768",1768
3,to,George Montagu,"Arlington-street, Nov. 10, 1768,",1768
3,to,George Montagu,"Arlington- street, Not. 15, 1768,",1768
3,to,George Montagu,"Arlington-street, Dec. 1, 1768",1768
3,to,George Montagu,"Strawberry-hill, Sunday, March 26, 1769",1769
3,to,George Montagu,"Arlington-street, April 15, 1769",1769
3,to,George Montagu,"Arlington-street, May 11, 1769",1769
3,to,Rev. Mr. Cole,"Arlington-street, May 27, 1769",1769
3,to,Rev. Mr. Cole,"Strawberry-hill, June 14-, 1769",1769
3,to,Rev. Mr. Cole,,
3,to,Earl of Strafford,"Arlington-street, July 3, 1769",1769
3,to,Hon. H. S. Conway,"Strawberry-hill, Friday, July 7, 1769",1769
3,to,Rev. Mr. Cole,"Strawberry-hill, July 15, 1769",1769
3,to,Rev. Mr. Cole,"Strawberry-hill, Aug. 12, 1769",1769
3,to,George Montagu,"August 18, 1769",1769
3,to,John Chute,"Paris, August 30, 1769",1769
3,to,George Montagu,"Paris, Sept. 7, 1769",1769
3,to,Earl of Strafford,,
3,to,George Montagu,"Paris, Sunday night, Sept. 17, 1769",1769
3,to,George Montagu,"Arlington-street, Oct. 13, 1769",1769
3,to,George Montagu,"Strawberry-hill, Oct. 16, 1769",1769
3,to,Hon. H. S. Conway,,
3,to,Rev. Mr. Cole,"Arlington-street, Dec. 14, 1769",1769
3,to,George Montagu,"Arlington-street, Dee. 14, 1769",1769
3,to,George Montagu,"Arlington-street, March 31, 1770,",1770
3,to,George Montagu,"Strawberry-hill, May 6, 1770",1770
3,to,George Montagu,,
3,to,George Montagu,"Strawberry-hill, June 29, 1770",1770
3,to,George Montagu,"Adderbury, Sunday night, July 1, 1770",1770
3,to,George Montagu,"Strawberry-hill, Saturday night, July 7, 1770",1770
3,to,Earl of Strafford,"Strawberry-hill, July 9, 1770",1770
3,to,Hon. H. S. Conway,"Arlington-street, July 12, 1770",1770
3,to,George Montagu,"Strawberry-hill, July 14, 1770",1770
3,to,George Montagu,,
3,to,George Montagu,"Strawberry -hill, Oct. 3, 1770",1770
3,to,George Montagu,"Arlington-street, Oct. 16, 1770",1770
3,to,Earl of Strafford,"Arlington-street, Oct. 16, 1770",1770
3,to,Rev. Mr. Cole,"Arlington-street, Nov. 15, 1770",1770
3,to,Rev. Mr. Cole,"Arlington-street, Nov. 20, 1770",1770
3,to,Rev. Mr. Cole,"Arlington-street, Dec. 20th, 1770",1770
3,to,Hon. H. S. Conway,,
3,to,Hon. H. S. Conway,"Arlington-street, Dec. 29, 1770",1770
3,to,Rev. Mr. Cole,"Arlington-street, May 29, 1771",1771
3,to,Rev. Mr. Cole,"Arlington-street, June 11, 1771",1771
3,to,Earl of Strafford,"Strawberry-hill, June 20, 1771",1771
3,to,Rev. Mr. Cole,"Arlington-street, June 22, 1771",1771
3,to,John Chute,"Amiens, Tuesday evening, July 9, 1771",1771
3,to,Hon. H. S. Conway,"Paris, July 30, 1771",1771
3,to,John Chute,"Paris, August 5, 1771",1771
3,to,Hon. H. S. Conway,"Paris, August 11, 1771",1771
3,to,Rev. Mr. Cole,"Paris, August 12, 1771",1771
3,to,Earl of Strafford,"Paris, August 25, 1771",1771
3,to,Hon. H. S. Conway,"Arlington-street, Sept. 7, 1771",1771
3,to,Rev. Mr. Cole,"Strawberry-hill, Sept. 10, 1771",1771
3,to,Rev. Mr. Cole,"Strawberry-hill, Oct. 12, 1771",1771
3,to,Rev. Mr. Cole,"Strawberry-hill, Oct. 23, 1771",1771
3,to,Hon. H. S. Conway,"Late Strawberry -hill, January Y, 1 772",1772
3,to,Rev. Mr. Cole,"Arlington-street, Jan. 28, 1772",1772
3,to,Rev. Mr. Cole,"Arlington-street, June 9, 1772",1772
3,to,Rev. Mr. Cole,"Strawberry-hill, June 17, 1772",1772
3,to,Hon. H. S. Conway,"Strawberry-hill, Monday, June 22, 1772",1772
3,to,Rev. Mr. Cole,"June 28, 1772",1772
3,to,Rev. Mr. Cole,"Strawberry-hill, July 7, 1772",1772
3,to,Rev. Mr. Cole,"Strawberry-hill, July 28, 1772,",1772
3,to,Rev. Mr. Cole,"Strawberry-hill, August 25, 1772",1772
3,to,Rev. Mr. Cole,"Straw berry -hill, Aug. 28, 1772",1772
3,to,Rev. Mr. Cole,"Strawberry-hill, Nov. 7th, 1772",1772
3,to,Rev. Mr. Cole,,
3,to,Countess of Ailesbury,"Arlington-street, Dec. 29, 1772",1772
3,to,Rev. Mr. Cole,"Arlington-street, Jan. S, 1773",1773
3,to,Rev. Mr. Cole,,
3,to,Rev. Mr. Cole,"Arlington-street, April 27, 1773",1773
3,to,Rev. Mr. Cole,"Arlington-street, May 4, 1773i",1773
3,to,Rev. Mr. Cole,"Arlington-street, May 29, 1773",1773
3,to,Hon. H. S. Conway,"Arlington-street, August 30, 1773",1773
3,to,Earl of Strafford,"Strawberry-hill, Sept 24, l773",1773
3,to,Earl of Strafford,"Arlington-street, Nov. 15, 1773",1773
3,to,Rev. Mr. Cole,"Arlington-street, May 4, 1774",1774
3,to,Rev. Mr. Cole,"Stravrberry-hill, May 28, 1774",1774
3,to,Rev. Mr. Cole,"Strawberry-hill, Jun6 21, 1774",1774
3,to,Rev. Mr. Cole,,
3,to,Hon. H. S. Conway,"Strawberry-hill, June 23, 1774",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, August 18, 1774",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, Sept. 7, 1774'",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, Sept. 27, 1774",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, Sept. 28, 1774",1774
3,to,Rev. Mr. Cole,"Strawberry-hill, Oct. 11, 1774-",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, Sunday, October 16, 1774",1774
3,to,Hon. H. S. Conway,"Strawberry-hill, October 29, 1774",1774
3,to,Countess of Ailesbury,"Strawberry-hill, Nov. 7, 1774,",1774
3,to,Earl of Strafford,"Strawberry -hill, Nov. 11, 1774",1774
3,to,Hon. H. S. Conway,"Strawberry -hill, Nov. l2, 1774",1774
3,to,Hon. H. S. Conway,"Arlington-street, Nov. 27, 1774",1774
3,to,Hon. H. S. Conway,"Arlington-street, Dec, 15, 1774",1774
3,to,Hon. H. S. Conway,"Arlington-street, Dec. 26, 1774",1774
3,to,Hon. H. S. Conway,"Arlington-street, Dec. 31, 1774",1774
3,to,Rev. Mr. Cole,"Arlington-street, Jan. 9, 1775",1775
4,to,Hon. H. S. Conway,"Arlington-street, Jan. 15, 1775",1775
4,to,Rev. Mr. Cole,"Arlington-street, April 11, 1775",1775
4,to,Rev. Mr. Cole,"Arlington-street, April 25, 1775",1775
4,to,Rev. Mr. Cole,Strawberry •hilly June 5^ 1776,1776
4,to,Hon. H. S. Conway,"Strawberry-hill, July 9, 1775",1775
4,to,Countess of Ailesbury,"From t'other side of the water, August 17, 1775",1775
4,to,Countess of Ailesbury,"Paris, August 20, 1775",1775
4,to,Hon. H. S. Conway,"Paris, Sept. 8, 1775",1775
4,to,Hon. H. S. Conway,"Paris, Oct. 6, 1775",1775
4,to,Rev. Mr. Cole,"Strawberry-hill, Dec. 10, 1775",1775
4,to,Countess of Ailesbury,"Arlington-street, Dec. 12, 1775",1775
4,to,Rev. Mr. Cole,"Arlington-street, Dec. I4th, 1775",1775
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,"Arlington-Street, March J, 1776. ",1776
4,to,Rev. Mr. Cole,"Strawberry-hill, June 1, 1776",1776
4,to,Rev. Mr. Cole,"April 16th, 1776. ",1776
4,to,Rev. Mr. Cole,"Strawberry-hill, June 1, 1776",1776
4,to,Rev. Mr. Cole,"Strawberry-hill, June 11th, 1776",1776
4,to,Hon. H. S. Conway,"Strawberry-hill, June SO, 1776",1776
4,to,Rev. Mr. Cole,"July 2Sd, 1776",1776
4,to,Rev. Mr. Cole,"Strawberry-hill, July 24th, ITTC",1776
4,to,Hon. H. S. Conway,,
4,to,Rev. Mr. Cole,"Strawberry-hill, Aug. 19, 1776",1776
4,to,Rev. Mr. Cole,"Strawberry-hill^ Sept. 9, 1776",1776
4,to,Earl of Strafford,"Strawberry-hill, Not. 2, 1776-",1776
4,to,Rev. Mr. Cole,Strawberry-hilly Ded. 9| 1776,1776
4,to,Rev. Mr. Cole,"Arlington-Street, Feb. 20, 1777",1777
4,to,Rev. Mr. Cole,"Feb. 27, 1777",1777
4,to,Rev. Mr. Cole,"Arlington-street, May 22, 1777*",1777
4,to,Rev. Mr. Cole,"May 28, 1777",1777
4,to,Rev. Mr. Cole,"Strawberry-hill, June 19, 1777",1777
4,to,Hon. H. S. Conway,"Strawberry-hill, July 10, 1777",1777
4,to,Rev. Mr. Cole,"Strawberry-hilly Aug. 31, 1777",1777
4,to,Rev. Mr. Cole,"Strawberry-hill, Sept. 16, 1777",1777
4,to,Rev. Mr. Cole,"Strawbenry^im, S^t. 2% 1777",1777
4,to,Hon. H. S. Conway,"October 5, 1777",1777
4,to,Rev. Mr. Cole,"Stravberry-hill, Oct 19, 1777*",1777
4,to,Rev. Mr. Cole,"Arlington-street, March SI, 1778",1778
4,to,Rev. Mr. Cole,"Strawberry -hill, June S» 1778",1778
4,to,Rev. Mr. Cole,"Strawberry-hill, June 10, 1778,",1778
4,to,Countess of Ailesbury,"Strawberry-hilly June 25, 1778",1778
4,to,Hon. H. S. Conway,"July 8, 1778",1778
4,to,Hon. H. S. Conway,"Saturday, July 18, 1778",1778
4,to,Rev. Mr. Cole,"Strawberiy-hai, July 24th, 1778",1778
4,to,Rev. Mr. Cole,"Strawberry-hill, Aug. 15th, 1778",1778
4,to,Hon. H. S. Conway,"Strawberry-hiU, Aug. 21, 1778",1778
4,to,Rev. Mr. Cole,"Strawberiy-hill, Aug. 22, 1778",1778
4,to,Rev. Mr. Cole,"Strawberry-hUl, Sept. 18, 1778",1778
4,to,Rev. Mr. Cole,"October 14., 1778",1778
4,to,Hon. H. S. Conway,"October 23, 1778",1778
4,to,Rev. Mr. Cole,"October 26, 1 71 1",
4,to,Rev. Mr. Cole,"Arlington-street, Nov. 4, 1778",1778
4,to,Rev. Mr. Cole,"Strawberry-hill, Jan. 3, 1779",1779
4,to,Hon. H. S. Conway,"Arlington-street, Jan. 9, 1779",1779
4,to,Rev. Mr. Cole,January 15^ i779»,1779
4,to,Rev. Mr. Cole,"February 4, 1779",1779
4,to,Rev. Mr. Cole,"February 18, 1779",1779
4,to,Rev. Mr. Cole,"Arlington-street, April 12, 1779",1779
4,to,Rev. Mr. Cole,"Arlington-street, April 20, 1779",1779
4,to,Rev. Mr. Cole,"AprUaS, 1779",1779
4,to,Rev. Mr. Cole,"Strawbetry-hill, June 2, 1779",1779
4,to,Rev. Mr. Lort,"Strawberry-hill, June 4, 1779",1779
4,to,Hon. H. S. Conway,"Strawberry-hill, Saturday, June 5, 1779",1779
4,to,Countess of Ailesbury,"Strawberry-hilly Tuesday night, June 8, 1779",1779
4,to,Hon. H. S. Conway,"Strawberry •hill, June 16, 1779",1779
4,to,Countess of Ailesbury,"Saturday night, July 10, 1779. -",1779
4,to,Rev. Mr. Cole,"Strawberry-hiU, July 19, 1779",1779
4,to,Rev. Mr. Cole,"Strawberry-hill, Aug. 12, 1779",1779
4,to,Countess of Ailesbury,"Strawberry-hUly Friday night, 1779",1779
4,to,Hon. H. S. Conway,"Strawberry-hill, Sept. IS, 1779",1779
4,to,Rev. Mr. Cole,"Berkeley-square, Nov. 16, 1779-",1779
4,to,Rev. Mr. Cole,"Berkeley-square, Dec 27, 1779",1779
4,to,Rev. Mr. Cole,"Berkeley-square, Jan. 5, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, Feb. 5, 1780«",1780
4,to,Rev. Mr. Cole,"Berkeley-square^ Feb. 27,. 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, March 6, 1780",1780
4,to,Rev. Mr. Cole,"Strawbeny-hilly March IS, 1780",1780
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,"Berkeley-square, May 1 1 , 1730",1730
4,to,Rev. Mr. Cole,"Berkeley-square, May SO, 1780",1780
4,to,Earl of Strafford,"Strawberry-hill, June 12, 1780",1780
4,to,Rev. Mr. Cole,"Strawberry-hill, June 15, 1780",1780
4,to,Rev. Mr. Cole,"Strawberry-hill, July 4, 1780",1780
4,to,Earl of Strafford,"Strawberry. hitt, Sept. 9, 1780",1780
4,to,Rev. Mr. Cole,"Strawberry-hill, Sept. 27, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, Octw 5, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, Nov. 11, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, Nov* 34, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square^ Nov. 30, 1780",1780
4,to,Rev. Mr. Cole,"Berkeley-square, Dec, 19, 1780",1780
4,to,Hon. H. S. Conway,"January S, 1781",1781
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,"Feb. 9, 1781",1781
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,"March 5, 1781",1781
4,to,Rev. Mr. Cole,"Berkeley-square, March 29, 1781",1781
4,to,Rev. Mr. Cole,"Aprils, 1781",1781
4,to,Hon. H. S. Conway,"Strawberrj-hill, Sunday evening, May 6, 1781",1781
4,to,Rev. Mr. Cole,"Strawberry-hill, May [June} 1(^ 1781",1781
4,to,Hon. H. S. Conway,"Berkeley-square, May 28, 1781 »",1781
4,to,Hon. H. S. Conway,"Strawberry-hill, June 3, 1781",1781
4,to,Earl of Strafford,,
4,to,Rev. Mr. Cole,"Strawberry-hm, July 26, 1781",1781
4,to,Earl of Strafford,"Strawberry-hill, Aug. 31, 1781. I",1781
4,to,Hon. H. S. Conway,"Berkeley-square, Sunday morning, Nov. 18, 1781",1781
4,to,Earl of Strafford,"Berkeley-square, Nov. 27, 1781",1781
4,to,Rev. Mr. Cole,"Berkeley-square, Dec. SO, 1781",1781
4,to,Rev. Mr. Cole,"Berkeley-square> Jan. 27, 1782",1782
4,to,Rev. Mr. Cole,"Berkeley-square, Feb. 14, 1782",1782
4,to,Rev. Mr. Cole,"February 15, 1782",1782
4,to,Rev. Mr. Cole,"February 22, 1782",1782
4,to,Hon. GEORGE HARDINGB,"March 8, 1782",1782
4,to,Rev. Mr. Cole,"Berkeley-square, March 9, 1782",1782
4,to,Rev. Mr. Cole,"Apra IS, 1782",1782
4,to,Hon. George Hardinge,"Berkeley-square, April 18, 1782",1782
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,,
4,to,Rev. Mr. Cole,"Berkeley-square, June 1, 1782",1782
4,to,Rev. Mr. Cole,"Berkeley-square, June 21, 1782",1782
4,to,Rev. Mr. Cole,"Strawberry-hill, July 23, 1782",1782
4,to,Earl of Strafford,,
4,to,Hon. H. S. Conway,"Strawberry -hill, Sept. 17, 1782",1782
4,to,Earl of Strafford,"Strawberry-hilly October 3, 1782",1782
4,to,Rev. Mr. Cole,"Strawberry-hill, Not. 5, 1782",1782
4,to,Earl of Strafford,"Strawberry-hill, June 24, 1783",1783
4,to,Earl of Strafford,"Strawberry-hill, Aug. 1, 1783",1783
4,to,Hon. H. S. Conway,,
4,to,Earl of Strafford,"Strawbeny-hill, Sept. 12, 1783^",1783
4,to,Earl of Strafford,"Strawberry-hiU, Oct. 11, 1783",1783
4,to,Earl of Strafford,"Berkeley-square, Nov. 10, 17884",1788
4,to,Hon. H. S. Conway,"Berkeley-square, Wednesday, May 5, 1784",1784
4,to,Hon. H. S. Conway,,
4,to,Hon. H. S. Conway,"Strawberry-hill, June 25, 1784",1784
4,to,Hon. H. S. Conway,"Strawberry-hill, June SO, 1784",1784
4,to,Earl of Strafford,,
4,to,Earl of Strafford,"Strawberry-hilJ, Sept. 7, 1784",1784
4,to,Hon. H. S. Conway,"Strawberry-hill, Oct. 15^ 1784",1784
4,to,Hon. H. S. Conway,"Sunday night, Nov. 28, 1784",1784
4,to,Hon. H. S. Conway,"Strawberry*hill, October 6, 1785",1785
4,to,Hon. H. S. Conway,"Sunday night, June 18, 1785",1785
4,to,Earl of Strafford,"Strawberry-hill, August 29, 1786",1786
4,to,Hon. H. S. Conway,"Strawberry-hill, October 29, 1 786",1786
4,to,Hon. H. S. Conway,"Strawberry-hill, June 17, 1787",1787
4,to,Earl of Strafford,"Strawberry-hill, July 28, 1787",1787
4,to,Hon. H. S. Conway,"Berkelej-aqnare, Nov. 11, 1787'",1787
4,to,Earl of Strafford,"Strawberry hill, Tuesday night, Jui^e 17, 1788",1788
4,to,Earl of Strafford,r Strawberry-hilly August 2^ 1788,1788
4,to,Hon. H. S. Conway,,
4,to,Hon. H. S. Conway,"Strawberry-hill, Sept. 5, 1789",1789
4,to,Earl of Strafford,"Strawberiy-hill, June 26, 1790",1790
4,to,Hon. H. S. Conway,"Strawberry-hill, Wednesday night, July, 1790",1790
4,to,Hon. H. S. Conway,,
4,to,Earl of Strafford,"Strawberry-hill, Aug. 12, 1790",1790
4,to,Hon. H. S. Conway,"Strawberry-hill, Sept. 27, 1791",1791
4,to,"THOMAS BARRETT, Esq","Berkeley-square, May 14, 1792",1792
4,to,Hon. H. S. Conway,"Strawberry-hill, August 31, 1792",1792
4,to,Hon. H. S. Conway,"Strawberry-hilly Wednesday night, late, July 17, 1793*",1793
4,to,Hon. H. S. €0NWAT,,
4,to,Rev. Mr. Beloe,"Strawberry-hill, Dec. 2, 1794",1794
4,to,Hon. H. S. Conway,"Strawb. July 2, 1795",1795
4,to,Hon. H. S. Conway,"Strawberry-hill, July 7, 1795",1795
4,to,Rev. Mr. Mason,,
4,to,Rev. Mr. Mason,,
4,to,COUNTESS of * * * ♦,"January 13, 1797",1797
